time,from,to,message
2021-03-02 08:24:31,wxid_zb45i0rc71yk21,wxid_hlmnhsq64tt722,主要是后期的工作，360那边儿收费太黑了
2021-03-02 08:28:27,wxid_hlmnhsq64tt722,wxid_zb45i0rc71yk21,嗯呢
2021-03-02 08:28:36,wxid_hlmnhsq64tt722,wxid_zb45i0rc71yk21,先卖站点吧
2021-03-02 08:28:41,wxid_zb45i0rc71yk21,wxid_hlmnhsq64tt722,上次给你那个站，便宜点出了吧
2021-03-02 08:28:52,wxid_zb45i0rc71yk21,wxid_hlmnhsq64tt722,这两年不好做了
2021-03-02 08:28:53,wxid_hlmnhsq64tt722,wxid_zb45i0rc71yk21,年前那个 他要先给他所有数据
2021-03-02 08:29:03,wxid_hlmnhsq64tt722,wxid_zb45i0rc71yk21,不跟他扯了
2021-03-02 08:29:28,wxid_zb45i0rc71yk21,wxid_hlmnhsq64tt722,我日，那跟白嫖没区别啊
2021-03-02 08:29:45,wxid_zb45i0rc71yk21,wxid_hlmnhsq64tt722,给个10也行啊
2021-03-02 08:29:45,wxid_hlmnhsq64tt722,wxid_zb45i0rc71yk21,所以算了  昨天跟他打了半个小时电话
2021-03-02 08:30:33,wxid_zb45i0rc71yk21,wxid_hlmnhsq64tt722,那也行
2021-03-02 08:31:06,wxid_zb45i0rc71yk21,wxid_hlmnhsq64tt722,就不扯了
2021-03-08 12:24:20,wxid_zb45i0rc71yk21,wxid_hlmnhsq64tt722,沛哥，在成都没？
2021-03-08 12:24:24,wxid_zb45i0rc71yk21,wxid_hlmnhsq64tt722,出来坐会儿
2021-03-08 12:25:14,wxid_hlmnhsq64tt722,wxid_zb45i0rc71yk21,我在济南
2021-03-08 12:25:16,wxid_hlmnhsq64tt722,wxid_zb45i0rc71yk21,明天回来
2021-03-08 12:25:42,wxid_zb45i0rc71yk21,wxid_hlmnhsq64tt722,[OK][OK]
2021-03-08 12:25:47,wxid_zb45i0rc71yk21,wxid_hlmnhsq64tt722,几点落地？
2021-03-08 12:26:24,wxid_hlmnhsq64tt722,wxid_zb45i0rc71yk21,6点
2021-03-08 12:26:29,wxid_hlmnhsq64tt722,wxid_zb45i0rc71yk21,晚上可以坐一哈
2021-03-08 12:27:33,wxid_zb45i0rc71yk21,wxid_hlmnhsq64tt722,要的，我明晚在成都，有个局。八九点完事了给你发消息
2021-03-08 12:27:39,wxid_zb45i0rc71yk21,wxid_hlmnhsq64tt722,出来坐一哈
2021-03-08 12:28:51,wxid_hlmnhsq64tt722,wxid_zb45i0rc71yk21,要得
2021-03-08 12:28:57,wxid_hlmnhsq64tt722,wxid_zb45i0rc71yk21,洗个脚也可以
2021-03-08 12:29:06,wxid_zb45i0rc71yk21,wxid_hlmnhsq64tt722,要的，
2021-03-08 12:29:17,wxid_zb45i0rc71yk21,wxid_hlmnhsq64tt722,你还是住蓝光嘛
2021-03-08 12:29:36,wxid_hlmnhsq64tt722,wxid_zb45i0rc71yk21,对的
2021-03-09 05:19:02,wxid_hlmnhsq64tt722,wxid_zb45i0rc71yk21,王成离职了？
2021-03-09 05:20:20,wxid_zb45i0rc71yk21,wxid_hlmnhsq64tt722,嗯嗯
2021-03-09 05:20:30,wxid_zb45i0rc71yk21,wxid_hlmnhsq64tt722,已经提了
2021-03-09 05:22:14,wxid_hlmnhsq64tt722,wxid_zb45i0rc71yk21,卧槽
2021-03-09 05:22:16,wxid_hlmnhsq64tt722,wxid_zb45i0rc71yk21,感觉
2021-03-09 05:22:34,wxid_zb45i0rc71yk21,wxid_hlmnhsq64tt722,他跟周伟伟毛了
2021-03-09 05:22:42,wxid_hlmnhsq64tt722,wxid_zb45i0rc71yk21,c总有点老火哦 产品靠余敏张宇 售前商务部分靠王成 售后靠梁超 全都没了
2021-03-09 05:22:44,wxid_hlmnhsq64tt722,wxid_zb45i0rc71yk21,为啥
2021-03-09 05:22:45,wxid_zb45i0rc71yk21,wxid_hlmnhsq64tt722,没留住
2021-03-09 05:23:03,wxid_hlmnhsq64tt722,wxid_zb45i0rc71yk21,我知道c总的项目基本上都是这些人在做 都走了
2021-03-09 05:23:16,wxid_zb45i0rc71yk21,wxid_hlmnhsq64tt722,年前不是我们部门分了点钱嘛
2021-03-09 05:23:23,wxid_hlmnhsq64tt722,wxid_zb45i0rc71yk21,嗯呢
2021-03-09 05:23:30,wxid_hlmnhsq64tt722,wxid_zb45i0rc71yk21,上交了一半
2021-03-09 05:23:35,wxid_hlmnhsq64tt722,wxid_zb45i0rc71yk21,团建？
2021-03-09 05:23:38,wxid_zb45i0rc71yk21,wxid_hlmnhsq64tt722,本来每个人就不多
2021-03-09 05:23:49,wxid_zb45i0rc71yk21,wxid_hlmnhsq64tt722,还他妈的交呢一半
2021-03-09 05:23:54,wxid_hlmnhsq64tt722,wxid_zb45i0rc71yk21,你们伟哥真的是。。。
2021-03-09 05:23:59,wxid_hlmnhsq64tt722,wxid_zb45i0rc71yk21,哪次他不报销
2021-03-09 05:24:00,wxid_zb45i0rc71yk21,wxid_hlmnhsq64tt722,王成今年没有调薪
2021-03-09 05:24:08,wxid_zb45i0rc71yk21,wxid_hlmnhsq64tt722,就毛了
2021-03-09 05:24:09,wxid_zb45i0rc71yk21,wxid_hlmnhsq64tt722,对啊
2021-03-09 05:24:13,wxid_hlmnhsq64tt722,wxid_zb45i0rc71yk21,王成也很幸苦
2021-03-09 05:24:27,wxid_hlmnhsq64tt722,wxid_zb45i0rc71yk21,一年帮c总做那么多项目 那么多事情
2021-03-09 05:24:42,wxid_zb45i0rc71yk21,wxid_hlmnhsq64tt722,每次的钱他都是报销了，还让我们交钱
2021-03-09 05:24:48,wxid_hlmnhsq64tt722,wxid_zb45i0rc71yk21,到头来就是个铲屎的
2021-03-09 05:25:05,wxid_hlmnhsq64tt722,wxid_zb45i0rc71yk21,你们伟老板做事儿真的是
2021-03-09 05:25:10,wxid_zb45i0rc71yk21,wxid_hlmnhsq64tt722,就是这个意思
2021-03-09 05:25:15,wxid_hlmnhsq64tt722,wxid_zb45i0rc71yk21,他赚的钱还不够吗？
2021-03-09 05:25:18,wxid_zb45i0rc71yk21,wxid_hlmnhsq64tt722,他现在一万出头
2021-03-09 05:25:30,wxid_hlmnhsq64tt722,wxid_zb45i0rc71yk21,我今年给他出货了两套pc🐎
2021-03-09 05:25:58,wxid_hlmnhsq64tt722,wxid_zb45i0rc71yk21,我们部门今年2400w的开票业绩
2021-03-09 05:26:05,wxid_zb45i0rc71yk21,wxid_hlmnhsq64tt722,王成的能力，出去随便比这高，还没这么累
2021-03-09 05:26:23,wxid_hlmnhsq64tt722,wxid_zb45i0rc71yk21,按理说到你们部门手上应该是10w
2021-03-09 05:26:29,wxid_hlmnhsq64tt722,wxid_zb45i0rc71yk21,0.5个点
2021-03-09 05:26:33,wxid_zb45i0rc71yk21,wxid_hlmnhsq64tt722,锤子
2021-03-09 05:26:59,wxid_zb45i0rc71yk21,wxid_hlmnhsq64tt722,我跟王成最多，每人才1.4
2021-03-09 05:27:25,wxid_zb45i0rc71yk21,wxid_hlmnhsq64tt722,梁超和梁成会。1.2
2021-03-09 05:27:33,wxid_zb45i0rc71yk21,wxid_hlmnhsq64tt722,其他人一毛钱没得
2021-03-09 05:27:35,wxid_hlmnhsq64tt722,wxid_zb45i0rc71yk21,但是提成制度是这样的啊 总共12 秦晓希跟样艳能分2w吗？
2021-03-09 05:27:43,wxid_zb45i0rc71yk21,wxid_hlmnhsq64tt722,加起来才五万不到
2021-03-09 05:27:47,wxid_hlmnhsq64tt722,wxid_zb45i0rc71yk21,2.4+2.8
2021-03-09 05:27:53,wxid_hlmnhsq64tt722,wxid_zb45i0rc71yk21,5.2？
2021-03-09 05:27:54,wxid_zb45i0rc71yk21,wxid_hlmnhsq64tt722,还交了一半回去
2021-03-09 05:28:01,wxid_zb45i0rc71yk21,wxid_hlmnhsq64tt722,差不多就这些
2021-03-09 05:28:16,wxid_hlmnhsq64tt722,wxid_zb45i0rc71yk21,所以说。。。
2021-03-09 05:28:18,wxid_zb45i0rc71yk21,wxid_hlmnhsq64tt722,不晓得钱去哪里了
2021-03-09 05:28:19,wxid_hlmnhsq64tt722,wxid_zb45i0rc71yk21,都不服
2021-03-09 05:28:23,wxid_hlmnhsq64tt722,wxid_zb45i0rc71yk21,超哥也不服
2021-03-09 05:28:34,wxid_hlmnhsq64tt722,wxid_zb45i0rc71yk21,如果透明 大家心服口服
2021-03-09 05:28:38,wxid_zb45i0rc71yk21,wxid_hlmnhsq64tt722,伟老板太黑了
2021-03-09 05:29:11,wxid_hlmnhsq64tt722,wxid_zb45i0rc71yk21,尤其王成才冤枉 帮c总做那么多
2021-03-09 05:29:19,wxid_zb45i0rc71yk21,wxid_hlmnhsq64tt722,对啊
2021-03-09 05:29:21,wxid_hlmnhsq64tt722,wxid_zb45i0rc71yk21,也没收到任何奖励
2021-03-09 05:29:27,wxid_zb45i0rc71yk21,wxid_hlmnhsq64tt722,我没钱，但是我自己玩儿的开心
2021-03-09 05:29:33,wxid_hlmnhsq64tt722,wxid_zb45i0rc71yk21,分的是销售部的提成
2021-03-09 05:29:35,wxid_zb45i0rc71yk21,wxid_hlmnhsq64tt722,王成才亏
2021-03-09 05:29:53,wxid_zb45i0rc71yk21,wxid_hlmnhsq64tt722,累死累活啥也没得到
2021-03-09 05:29:56,wxid_hlmnhsq64tt722,wxid_zb45i0rc71yk21,梁超一天累的跟狗一样 售前 售后羊羊来
2021-03-09 05:30:02,wxid_zb45i0rc71yk21,wxid_hlmnhsq64tt722,还要被周伟伟压榨
2021-03-09 05:30:07,wxid_hlmnhsq64tt722,wxid_zb45i0rc71yk21,这张真tm扯淡
2021-03-09 05:30:17,wxid_hlmnhsq64tt722,wxid_zb45i0rc71yk21,按道理 应该是 c总那边分给他
2021-03-09 05:30:39,wxid_zb45i0rc71yk21,wxid_hlmnhsq64tt722,C总的，他一分钱没得
2021-03-09 05:30:50,wxid_hlmnhsq64tt722,wxid_zb45i0rc71yk21,去年面前开会就说了 按负责销售的项目程度来分
2021-03-09 05:30:57,wxid_hlmnhsq64tt722,wxid_zb45i0rc71yk21,实际王成一个都没有负责
2021-03-09 05:31:02,wxid_hlmnhsq64tt722,wxid_zb45i0rc71yk21,对不对
2021-03-09 05:31:02,wxid_zb45i0rc71yk21,wxid_hlmnhsq64tt722,他跟我说过这事，他气得不行
2021-03-09 05:31:08,wxid_hlmnhsq64tt722,wxid_zb45i0rc71yk21,他应该分王成的
2021-03-09 05:31:21,wxid_hlmnhsq64tt722,wxid_zb45i0rc71yk21,而这部分即使5.2
2021-03-09 05:31:28,wxid_hlmnhsq64tt722,wxid_zb45i0rc71yk21,。只有5.2w
2021-03-09 05:31:34,wxid_hlmnhsq64tt722,wxid_zb45i0rc71yk21,也是你们三个分
2021-03-09 05:31:50,wxid_zb45i0rc71yk21,wxid_hlmnhsq64tt722,对啊
2021-03-09 05:32:05,wxid_hlmnhsq64tt722,wxid_zb45i0rc71yk21,讲道理 先不管多少 至少从奖励划分来讲 应该这样来划分
2021-03-09 05:32:16,wxid_hlmnhsq64tt722,wxid_zb45i0rc71yk21,c总的跟我们完全是分开的
2021-03-09 05:32:52,wxid_hlmnhsq64tt722,wxid_zb45i0rc71yk21,怎么可能负责c总的项目 最后来分销售部这边的年终奖
2021-03-09 05:32:55,wxid_zb45i0rc71yk21,wxid_hlmnhsq64tt722,正常来应该是梁成辉、梁超和陈飞虎去分这个5.2
2021-03-09 05:33:09,wxid_hlmnhsq64tt722,wxid_zb45i0rc71yk21,是
2021-03-09 05:33:13,wxid_zb45i0rc71yk21,wxid_hlmnhsq64tt722,王成分C老板的，我分周伟伟的
2021-03-09 05:33:14,wxid_hlmnhsq64tt722,wxid_zb45i0rc71yk21,飞虎后来 少拿一点
2021-03-09 05:33:18,wxid_hlmnhsq64tt722,wxid_zb45i0rc71yk21,对
2021-03-09 05:33:37,wxid_zb45i0rc71yk21,wxid_hlmnhsq64tt722,结果飞虎给了2K意思了一哈
2021-03-09 05:33:58,wxid_zb45i0rc71yk21,wxid_hlmnhsq64tt722,CC的和周老板的一分钱没拿出来
2021-03-09 05:34:00,wxid_hlmnhsq64tt722,wxid_zb45i0rc71yk21,好神嘛 公司
2021-03-09 05:34:10,wxid_zb45i0rc71yk21,wxid_hlmnhsq64tt722,周伟伟还坑了我们一笔
2021-03-09 05:34:22,wxid_zb45i0rc71yk21,wxid_hlmnhsq64tt722,这TM的谁受得了
2021-03-09 05:34:27,wxid_hlmnhsq64tt722,wxid_zb45i0rc71yk21,你们这个领导
2021-03-09 05:35:29,wxid_hlmnhsq64tt722,wxid_zb45i0rc71yk21,有时候真想问他究竟是干什么的
2021-03-09 05:35:52,wxid_zb45i0rc71yk21,wxid_hlmnhsq64tt722,本来大家都知道公司不好过，都理解。毕竟疫情这么严重，也没说不给我们发工资。
2021-03-09 05:35:54,wxid_hlmnhsq64tt722,wxid_zb45i0rc71yk21,一年下来也没为售前部门做什么改变 调整
2021-03-09 05:36:02,wxid_zb45i0rc71yk21,wxid_hlmnhsq64tt722,但是周伟伟这么操作，谁心里舒服
2021-03-09 05:36:36,wxid_hlmnhsq64tt722,wxid_zb45i0rc71yk21,他啥也没为部门争取 改变 就是那种烂下去的感觉
2021-03-09 05:36:36,wxid_zb45i0rc71yk21,wxid_hlmnhsq64tt722,纯属被领导玩儿死了
2021-03-09 05:37:10,wxid_zb45i0rc71yk21,wxid_hlmnhsq64tt722,他开会直接说的他不想管我们
2021-03-09 05:37:17,wxid_zb45i0rc71yk21,wxid_hlmnhsq64tt722,他都是自己玩儿自己的
2021-03-09 05:37:44,wxid_zb45i0rc71yk21,wxid_hlmnhsq64tt722,为他自己谋取利益
2021-03-09 05:38:11,wxid_hlmnhsq64tt722,wxid_zb45i0rc71yk21,哎
2021-03-09 05:38:18,wxid_hlmnhsq64tt722,wxid_zb45i0rc71yk21,你说这样公司能好吗？
2021-03-09 05:38:21,wxid_zb45i0rc71yk21,wxid_hlmnhsq64tt722,大家都是为了钱，但是TM的，你也不能这么过分吧
2021-03-09 05:38:28,wxid_hlmnhsq64tt722,wxid_zb45i0rc71yk21,不被玩死才怪
2021-03-09 05:38:35,wxid_hlmnhsq64tt722,wxid_zb45i0rc71yk21,对啊
2021-03-09 05:38:40,wxid_hlmnhsq64tt722,wxid_zb45i0rc71yk21,君子爱财 取之有道
2021-03-09 05:38:48,wxid_hlmnhsq64tt722,wxid_zb45i0rc71yk21,你在安洵身居要职
2021-03-09 05:38:52,wxid_zb45i0rc71yk21,wxid_hlmnhsq64tt722,对啊
2021-03-09 05:38:55,wxid_hlmnhsq64tt722,wxid_zb45i0rc71yk21,就要做好这个职位的工作
2021-03-09 05:39:04,wxid_hlmnhsq64tt722,wxid_zb45i0rc71yk21,你不能站着茅坑不拉屎
2021-03-09 05:39:14,wxid_zb45i0rc71yk21,wxid_hlmnhsq64tt722,你要牛逼，你让下面的兄弟服你啊
2021-03-09 05:39:14,wxid_hlmnhsq64tt722,wxid_zb45i0rc71yk21,你要挣钱
2021-03-09 05:39:34,wxid_hlmnhsq64tt722,wxid_zb45i0rc71yk21,你可以不做这个工作 自己出去挣啊 又没人说你
2021-03-09 05:40:02,wxid_hlmnhsq64tt722,wxid_zb45i0rc71yk21,但你不能站着这个茅坑不拉屎
2021-03-09 05:40:15,wxid_zb45i0rc71yk21,wxid_hlmnhsq64tt722,不拉屎就算了，还欺负我们
2021-03-09 05:40:23,wxid_zb45i0rc71yk21,wxid_hlmnhsq64tt722,这就过分了
2021-03-09 05:41:05,wxid_zb45i0rc71yk21,wxid_hlmnhsq64tt722,我觉得，你自己玩儿自己的。公司的事情就不管嘛。不要给其他部门和自己部门添堵嘛
2021-03-09 05:44:01,wxid_hlmnhsq64tt722,wxid_zb45i0rc71yk21,对头
2021-03-09 06:12:04,wxid_hlmnhsq64tt722,wxid_zb45i0rc71yk21,晚上见面摆
2021-03-09 06:12:36,wxid_zb45i0rc71yk21,wxid_hlmnhsq64tt722,要的
2021-03-09 06:13:10,wxid_zb45i0rc71yk21,wxid_hlmnhsq64tt722,晚上八点多，九点左右。来双铁广场这边儿洗个脚
2021-03-09 06:13:54,wxid_hlmnhsq64tt722,wxid_zb45i0rc71yk21,ok
2021-03-10 12:01:35,wxid_zb45i0rc71yk21,wxid_hlmnhsq64tt722,
2021-03-10 12:01:44,wxid_zb45i0rc71yk21,wxid_hlmnhsq64tt722,有意思
2021-03-10 12:04:03,wxid_hlmnhsq64tt722,wxid_zb45i0rc71yk21,你负责朱晓娟
2021-03-10 12:04:08,wxid_zb45i0rc71yk21,wxid_hlmnhsq64tt722,不是
2021-03-10 12:04:26,wxid_zb45i0rc71yk21,wxid_hlmnhsq64tt722,周伟伟换了
2021-03-10 12:04:40,wxid_hlmnhsq64tt722,wxid_zb45i0rc71yk21,上面写的你负责啊
2021-03-10 12:04:49,wxid_zb45i0rc71yk21,wxid_hlmnhsq64tt722,我对龚老板，白玉给朱晓娟
2021-03-10 12:05:13,wxid_hlmnhsq64tt722,wxid_zb45i0rc71yk21,为啥换
2021-03-10 12:05:32,wxid_hlmnhsq64tt722,wxid_zb45i0rc71yk21,我tm都不认识陈飞虎
2021-03-10 12:05:42,wxid_zb45i0rc71yk21,wxid_hlmnhsq64tt722,朱晓娟不安逸我，我不安逸她
2021-03-10 12:05:47,wxid_zb45i0rc71yk21,wxid_hlmnhsq64tt722,没法合作
2021-03-10 12:06:17,wxid_hlmnhsq64tt722,wxid_zb45i0rc71yk21,咋都不安逸她
2021-03-10 12:06:37,wxid_zb45i0rc71yk21,wxid_hlmnhsq64tt722,你那边儿的售前很给力，陈飞虎态度和能力都不错
2021-03-10 12:06:57,wxid_hlmnhsq64tt722,wxid_zb45i0rc71yk21,反正她做事脑回路神奇 但口气不小
2021-03-10 12:07:04,wxid_zb45i0rc71yk21,wxid_hlmnhsq64tt722,对头
2021-03-10 12:07:11,wxid_hlmnhsq64tt722,wxid_zb45i0rc71yk21,这样分了也好
2021-03-10 12:07:37,wxid_hlmnhsq64tt722,wxid_zb45i0rc71yk21,个人努力有方向
2021-03-10 12:07:59,wxid_zb45i0rc71yk21,wxid_hlmnhsq64tt722,这样做，对销售，对售前都好
2021-03-10 12:08:18,wxid_zb45i0rc71yk21,wxid_hlmnhsq64tt722,售前个人价值体现了，销售有事情也晓得找谁了
2021-03-10 12:08:23,wxid_hlmnhsq64tt722,wxid_zb45i0rc71yk21,这种规划方向没问题 但是还是要搭配上部门领导的协调分配
2021-03-10 12:08:51,wxid_zb45i0rc71yk21,wxid_hlmnhsq64tt722,也不
2021-03-10 12:09:06,wxid_zb45i0rc71yk21,wxid_hlmnhsq64tt722,现在除了颜子，你们可以直接找这个区域的售前
2021-03-10 12:09:20,wxid_hlmnhsq64tt722,wxid_zb45i0rc71yk21,哦
2021-03-10 12:09:35,wxid_hlmnhsq64tt722,wxid_zb45i0rc71yk21,领导也要起到协调资源的作用啊
2021-03-10 12:10:06,wxid_hlmnhsq64tt722,wxid_zb45i0rc71yk21,真正具体实施起来 还需要周伟伟去协调很多事情 类似半个王总的职务
2021-03-10 12:10:16,wxid_zb45i0rc71yk21,wxid_hlmnhsq64tt722,也对
2021-03-10 12:10:19,wxid_hlmnhsq64tt722,wxid_zb45i0rc71yk21,跟研发 跟服务部
2021-03-10 12:10:38,wxid_hlmnhsq64tt722,wxid_zb45i0rc71yk21,验收对接 交货对接 不只是跟最终用户这么简单啊
2021-03-10 12:10:52,wxid_hlmnhsq64tt722,wxid_zb45i0rc71yk21,走上这一部才是售前
2021-03-10 12:11:12,wxid_hlmnhsq64tt722,wxid_zb45i0rc71yk21,售前的发展里程就是项目经理或者产品经理
2021-03-10 12:11:33,wxid_zb45i0rc71yk21,wxid_hlmnhsq64tt722,慢慢来
2021-03-10 12:11:36,wxid_hlmnhsq64tt722,wxid_zb45i0rc71yk21,给你们挂个头衔很简单
2021-03-10 12:11:43,wxid_hlmnhsq64tt722,wxid_zb45i0rc71yk21,具体还需要你们领导用心
2021-03-10 12:11:47,wxid_zb45i0rc71yk21,wxid_hlmnhsq64tt722,公司能做出这样的改变也算是不容易
2021-03-10 12:11:56,wxid_hlmnhsq64tt722,wxid_zb45i0rc71yk21,好好协调支撑你们的在公司的工作
2021-03-10 12:12:45,wxid_zb45i0rc71yk21,wxid_hlmnhsq64tt722,王成走的时候直接跟周伟伟怼起来了，说现在的售前支付是有问题的
2021-03-10 12:13:11,wxid_zb45i0rc71yk21,wxid_hlmnhsq64tt722,个人得不到发现，收入不透明。
2021-03-10 12:13:30,wxid_hlmnhsq64tt722,wxid_zb45i0rc71yk21,是啊
2021-03-10 12:13:36,wxid_hlmnhsq64tt722,wxid_zb45i0rc71yk21,想打杂一样
2021-03-10 12:13:40,wxid_hlmnhsq64tt722,wxid_zb45i0rc71yk21,东一哈西一哈
2021-03-10 12:14:00,wxid_hlmnhsq64tt722,wxid_zb45i0rc71yk21,就像我们之前聊的一样
2021-03-10 12:14:16,wxid_zb45i0rc71yk21,wxid_hlmnhsq64tt722,就是这个意思
2021-03-10 12:14:18,wxid_hlmnhsq64tt722,wxid_zb45i0rc71yk21,去面试别个问你参与主导了什么项目
2021-03-10 12:14:46,wxid_hlmnhsq64tt722,wxid_zb45i0rc71yk21,你一想好像太多了 真要说出来 怕是一个都说不出来
2021-03-10 12:15:57,wxid_zb45i0rc71yk21,wxid_hlmnhsq64tt722,纯属打杂
2021-03-10 12:16:19,wxid_hlmnhsq64tt722,wxid_zb45i0rc71yk21,目前这个只是职能划分 具体还要看落实情况
2021-03-10 12:16:51,wxid_zb45i0rc71yk21,wxid_hlmnhsq64tt722,没有让售前形成自己的一套工作体系，只能是干过售前，并不能说你会做售前
2021-03-10 12:17:00,wxid_zb45i0rc71yk21,wxid_hlmnhsq64tt722,哎，看效果吧
2021-03-10 12:17:11,wxid_hlmnhsq64tt722,wxid_zb45i0rc71yk21,是
2021-03-10 12:17:38,wxid_hlmnhsq64tt722,wxid_zb45i0rc71yk21,看怎么运作
2021-03-10 12:18:22,wxid_hlmnhsq64tt722,wxid_zb45i0rc71yk21,售前也要有意识
2021-03-10 12:18:45,wxid_hlmnhsq64tt722,wxid_zb45i0rc71yk21,怎么参与进去促成项目
2021-03-10 12:19:05,wxid_hlmnhsq64tt722,wxid_zb45i0rc71yk21,而不是全看审批
2021-03-10 12:19:09,wxid_hlmnhsq64tt722,wxid_zb45i0rc71yk21,有事情来就做
2021-03-10 12:23:00,wxid_zb45i0rc71yk21,wxid_hlmnhsq64tt722,对头
2021-03-10 12:23:12,wxid_zb45i0rc71yk21,wxid_hlmnhsq64tt722,绑定区域以后，应该情况会好很多
2021-03-10 12:23:23,wxid_zb45i0rc71yk21,wxid_hlmnhsq64tt722,我们按照项目提成算
2021-03-10 12:23:30,wxid_zb45i0rc71yk21,wxid_hlmnhsq64tt722,0.8个点
2021-03-10 12:29:51,wxid_hlmnhsq64tt722,wxid_zb45i0rc71yk21,毛利？
2021-03-10 12:30:02,wxid_zb45i0rc71yk21,wxid_hlmnhsq64tt722,对
2021-03-10 12:30:06,wxid_zb45i0rc71yk21,wxid_hlmnhsq64tt722,跟你们一样
2021-03-10 12:30:14,wxid_zb45i0rc71yk21,wxid_hlmnhsq64tt722,只是点少点儿
2021-03-10 12:31:51,wxid_hlmnhsq64tt722,wxid_zb45i0rc71yk21,我算下来是毛利的2.5个点
2021-11-25 10:06:17,wxid_zb45i0rc71yk21,wxid_hlmnhsq64tt722,沛哥，手里还有越南的东西吗？
2021-11-25 10:06:24,wxid_zb45i0rc71yk21,wxid_hlmnhsq64tt722,可以更新的
2021-11-25 10:07:03,wxid_hlmnhsq64tt722,wxid_zb45i0rc71yk21,不可以更新
2021-11-25 10:07:14,wxid_hlmnhsq64tt722,wxid_zb45i0rc71yk21,越南社科院可以更新
2021-11-25 10:09:05,wxid_zb45i0rc71yk21,wxid_hlmnhsq64tt722,方便把越南的东西的发我一份不
2021-11-25 10:09:12,wxid_zb45i0rc71yk21,wxid_hlmnhsq64tt722,名称就行了
2021-11-25 10:09:17,wxid_zb45i0rc71yk21,wxid_hlmnhsq64tt722,不更新的也算
2021-11-25 10:09:29,wxid_zb45i0rc71yk21,wxid_hlmnhsq64tt722,客户还有点钱没花，争取一下
2021-11-25 10:09:49,wxid_hlmnhsq64tt722,wxid_zb45i0rc71yk21,明天嘛
2021-11-25 11:00:05,wxid_zb45i0rc71yk21,wxid_hlmnhsq64tt722,要的
2021-11-25 12:47:42,wxid_zb45i0rc71yk21,wxid_hlmnhsq64tt722,沛哥，之前韩外交嘛那个油壶还能出吗？
2021-11-26 06:09:13,wxid_zb45i0rc71yk21,wxid_hlmnhsq64tt722,空的时候把越南的发我一份
2021-11-26 06:09:22,wxid_zb45i0rc71yk21,wxid_hlmnhsq64tt722,[抱拳]
2021-11-26 06:09:26,wxid_hlmnhsq64tt722,wxid_zb45i0rc71yk21,👌
2021-11-26 07:06:33,wxid_hlmnhsq64tt722,wxid_zb45i0rc71yk21,棒子可以
2021-11-26 07:06:41,wxid_hlmnhsq64tt722,wxid_zb45i0rc71yk21,价格你知道仨
2021-11-26 07:09:18,wxid_hlmnhsq64tt722,wxid_zb45i0rc71yk21,bz.zip
2021-11-26 07:09:24,wxid_hlmnhsq64tt722,wxid_zb45i0rc71yk21,万里长城万里长
2021-11-26 07:13:51,wxid_zb45i0rc71yk21,wxid_hlmnhsq64tt722,OK
2021-11-26 07:14:08,wxid_zb45i0rc71yk21,wxid_hlmnhsq64tt722,棒子的有新的小样不？
2021-11-26 07:14:23,wxid_hlmnhsq64tt722,wxid_zb45i0rc71yk21,只有这个9月份的
2021-11-26 07:14:33,wxid_hlmnhsq64tt722,wxid_zb45i0rc71yk21,有个几十篇
2021-11-26 07:14:46,wxid_zb45i0rc71yk21,wxid_hlmnhsq64tt722,你发我几个嘛
2021-11-26 07:14:57,wxid_hlmnhsq64tt722,wxid_zb45i0rc71yk21,你没收到吗？
2021-11-26 07:15:41,wxid_zb45i0rc71yk21,wxid_hlmnhsq64tt722, 
2021-11-26 07:15:45,wxid_zb45i0rc71yk21,wxid_hlmnhsq64tt722,就这个嘛
2021-11-26 07:15:51,wxid_hlmnhsq64tt722,wxid_zb45i0rc71yk21,对的
2021-11-26 07:15:57,wxid_zb45i0rc71yk21,wxid_hlmnhsq64tt722,好
2021-11-26 08:21:11,wxid_zb45i0rc71yk21,wxid_hlmnhsq64tt722,越南社科院的有小样不？
2021-11-26 08:27:25,wxid_hlmnhsq64tt722,wxid_zb45i0rc71yk21,我在弄
2021-11-26 08:27:29,wxid_hlmnhsq64tt722,wxid_zb45i0rc71yk21,新的小样给你
2021-11-26 08:27:40,wxid_zb45i0rc71yk21,wxid_hlmnhsq64tt722,要的
2021-11-27 10:07:35,wxid_hlmnhsq64tt722,wxid_zb45i0rc71yk21,领英跟漂亮国具体截止日期说一下
2021-11-27 10:08:54,wxid_zb45i0rc71yk21,wxid_hlmnhsq64tt722,马上确认
2021-11-27 10:09:26,wxid_hlmnhsq64tt722,wxid_zb45i0rc71yk21,给下最后截止日期的几十条小样
2021-11-27 13:22:53,wxid_zb45i0rc71yk21,wxid_hlmnhsq64tt722,d.zip
2021-11-27 13:23:18,wxid_zb45i0rc71yk21,wxid_hlmnhsq64tt722,一将功成万骨枯@20211127
2021-11-28 04:44:31,wxid_hlmnhsq64tt722,wxid_zb45i0rc71yk21,hk观察者网站
2021-11-28 04:44:38,wxid_hlmnhsq64tt722,wxid_zb45i0rc71yk21,拿web权限
2021-11-28 04:44:46,wxid_hlmnhsq64tt722,wxid_zb45i0rc71yk21,你们看一下接不接
2021-11-28 04:53:12,wxid_zb45i0rc71yk21,wxid_hlmnhsq64tt722,Ok
